age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income
6, Private,12, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,19, United-States, <=50K.
10, Private,16, Some-college,10, Married-civ-spouse, Tech-support, Husband, Black, Male,0,0,19, United-States, <=50K.
21, Federal-gov,1, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,27, Jamaica, >50K.
6, Private,0, Some-college,10, Never-married, Protective-serv, Not-in-family, White, Male,0,0,21, United-States, <=50K
2, Private,3, Some-college,10, Never-married, Prof-specialty, Own-child, White, Male,0,0,23, United-States, <=50K
8, Local-gov,4, Some-college,10, Married-civ-spouse, Other-service, Husband, White, Male,0,0,19, United-States, <=50K.
34, Local-gov,8, 7th-8th,4, Widowed, Other-service, Not-in-family, White, Female,0,0,7, United-States, <=50K.
37, ?,5, 7th-8th,4, Divorced, ?, Not-in-family, White, Male,0,0,14, United-States, <=50K
7, Private,6, HS-grad,9, Divorced, Craft-repair, Unmarried, White, Male,0,0,19, ?, <=50K.
2, Private,7, HS-grad,9, Never-married, Other-service, Own-child, White, Male,0,0,19, United-States, <=50K
19, Private,2, 11th,7, Married-civ-spouse, Other-service, Wife, White, Female,0,0,15, United-States, <=50K
17, Private,0, Masters,14, Divorced, Prof-specialty, Not-in-family, White, Female,1,0,7, United-States, <=50K
30, Private,8, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,19, United-States, <=50K.
28, Private,2, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,5, United-States, <=50K
13, Local-gov,4, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,30, United-States, >50K
17, Private,0, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,19, United-States, >50K.
13, Private,12, 12th,8, Divorced, Craft-repair, Own-child, White, Male,0,0,17, United-States, <=50K
6, Private,13, Assoc-acdm,12, Never-married, Other-service, Own-child, Black, Male,0,0,19, United-States, <=50K
27, Private,6, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,19, United-States, <=50K
0, ?,8, 10th,6, Never-married, ?, Own-child, White, Male,0,0,17, United-States, <=50K.
12, Private,6, HS-grad,9, Divorced, Craft-repair, Unmarried, White, Male,0,0,19, United-States, <=50K.
17, Private,6, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,19, United-States, >50K.
20, Private,19, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,19, Japan, >50K
31, ?,8, Masters,14, Never-married, ?, Not-in-family, White, Female,0,0,1, United-States, <=50K
18, Private,7, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,3,0,24, United-States, >50K
2, Private,1, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,19, United-States, <=50K
6, Private,3, 10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,2,0,19, United-States, <=50K.
3, Private,9, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,12, United-States, <=50K
13, Private,10, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,24, United-States, <=50K
10, Private,18, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,49,0,24, United-States, >50K
15, Private,9, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,7,0,27, Germany, >50K
6, Private,9, Some-college,10, Never-married, Sales, Not-in-family, White, Female,0,0,14, United-States, <=50K
26, Self-emp-inc,3, Masters,14, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,17, United-States, <=50K
10, Private,4, Bachelors,13, Divorced, Protective-serv, Not-in-family, Black, Male,0,0,30, United-States, >50K
26, Private,1, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,19, United-States, <=50K.
18, Private,5, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,19, United-States, >50K
2, Private,2, HS-grad,9, Never-married, Transport-moving, Own-child, White, Female,0,0,17, United-States, <=50K.
22, Self-emp-inc,6, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,19,23, United-States, <=50K.
4, Federal-gov,3, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,30, United-States, <=50K.
0, Private,20, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,19, United-States, <=50K.
2, Private,4, Some-college,10, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,14, India, <=50K
28, Private,12, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,21, United-States, >50K.
27, Private,0, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female,0,0,19, United-States, <=50K
29, Federal-gov,5, HS-grad,9, Married-civ-spouse, Tech-support, Husband, White, Male,0,22,19, United-States, >50K
26, Private,8, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,22, United-States, <=50K
21, Private,6, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,19, United-States, <=50K.
2, Private,17, HS-grad,9, Never-married, Other-service, Other-relative, White, Male,0,0,19, Mexico, <=50K
7, Private,8, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,17, United-States, <=50K
4, Private,3, Bachelors,13, Never-married, Tech-support, Not-in-family, White, Female,1,0,19, United-States, <=50K
8, Private,5, Assoc-voc,11, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,19, United-States, <=50K.
28, Private,7, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,22, United-States, <=50K
0, Private,1, 11th,7, Never-married, Other-service, Own-child, White, Male,0,0,7, United-States, <=50K
0, Private,3, 11th,7, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,5, ?, <=50K
28, Private,8, 5th-6th,3, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,19, United-States, <=50K.
13, Private,6, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,30, Mexico, <=50K.
15, Federal-gov,5, HS-grad,9, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,19, United-States, >50K.
9, Private,5, HS-grad,9, Never-married, Other-service, Own-child, White, Female,0,0,14, United-States, <=50K
25, Private,1, 7th-8th,4, Divorced, Machine-op-inspct, Not-in-family, Black, Male,0,0,19, United-States, <=50K.
8, Private,9, 7th-8th,4, Separated, Farming-fishing, Not-in-family, White, Male,0,0,22, Mexico, <=50K
22, Private,7, Masters,14, Never-married, Exec-managerial, Not-in-family, White, Male,13,0,23, United-States, >50K.
0, Private,5, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,7, United-States, <=50K.
8, Private,5, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,27, United-States, >50K.
23, Private,7, 11th,7, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,19, Philippines, <=50K
12, Private,7, Some-college,10, Never-married, Sales, Not-in-family, White, Male,0,0,24, United-States, <=50K.
39, ?,5, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,3,0,2, United-States, <=50K
6, Private,5, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,19, United-States, <=50K
14, Private,3, Bachelors,13, Separated, Prof-specialty, Unmarried, White, Male,0,0,19, United-States, <=50K
28, Private,6, 11th,7, Married-civ-spouse, Other-service, Wife, White, Female,1,0,13, United-States, <=50K
20, Private,9, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,19, United-States, <=50K
25, Private,11, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,19, United-States, >50K.
15, Private,2, 7th-8th,4, Married-civ-spouse, Other-service, Husband, White, Male,2,0,19, Mexico, <=50K.
15, Self-emp-not-inc,8, Assoc-voc,11, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,30, United-States, <=50K.
3, State-gov,6, Some-college,10, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,7, United-States, <=50K.
9, Private,5, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,19, United-States, <=50K.
12, Private,5, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,19, United-States, <=50K.
9, Local-gov,6, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
2, Private,8, HS-grad,9, Never-married, Other-service, Other-relative, Other, Female,0,0,17, El-Salvador, <=50K.
9, State-gov,8, Assoc-acdm,12, Never-married, Adm-clerical, Own-child, Black, Female,0,0,22, United-States, <=50K
23, ?,3, HS-grad,9, Married-civ-spouse, ?, Husband, Black, Male,0,18,14, United-States, <=50K.
6, Private,11, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,19, United-States, <=50K
11, Private,12, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,24, United-States, <=50K
19, Local-gov,4, Some-college,10, Married-civ-spouse, Other-service, Wife, Black, Female,0,0,12, United-States, <=50K.
17, Federal-gov,3, Assoc-voc,11, Never-married, Prof-specialty, Not-in-family, White, Female,6,0,19, United-States, >50K
21, Self-emp-inc,1, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,30, United-States, >50K
8, ?,6, 11th,7, Never-married, ?, Own-child, Black, Female,0,0,19, United-States, <=50K
30, Self-emp-inc,7, Bachelors,13, Divorced, Sales, Not-in-family, White, Male,49,0,19, United-States, >50K
15, Private,11, Some-college,10, Never-married, Tech-support, Not-in-family, White, Female,0,0,24, United-States, >50K
34, Federal-gov,13, HS-grad,9, Divorced, Prof-specialty, Not-in-family, White, Female,0,42,19, United-States, <=50K
2, Private,9, Some-college,10, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,19, Philippines, <=50K.
4, Private,6, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,1,0,19, United-States, <=50K
0, Private,6, 11th,7, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,11, United-States, <=50K.
13, Private,1, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,19, United-States, <=50K
26, Local-gov,6, Some-college,10, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,27, United-States, >50K.
39, Private,4, HS-grad,9, Widowed, Other-service, Not-in-family, White, Female,0,0,5, United-States, <=50K.
35, Private,3, 9th,5, Never-married, Craft-repair, Other-relative, White, Male,1,0,19, United-States, <=50K
2, Private,8, Some-college,10, Never-married, Craft-repair, Own-child, White, Male,0,0,19, United-States, <=50K.
22, Private,8, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Female,0,0,22, United-States, <=50K
34, Private,2, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,5,0,7, United-States, <=50K.
7, Private,5, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,24, United-States, <=50K
17, Self-emp-not-inc,0, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,35, United-States, >50K
22, Federal-gov,3, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,19, United-States, <=50K.
9, Private,15, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Male,0,0,24, United-States, <=50K
21, Local-gov,2, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,20, United-States, >50K.
3, Private,11, HS-grad,9, Married-spouse-absent, Sales, Not-in-family, White, Male,0,19,19, United-States, <=50K
14, Federal-gov,0, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,19, United-States, <=50K.
8, Private,4, Doctorate,16, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K.
18, Self-emp-inc,1, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,30, United-States, <=50K
13, Private,3, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,24, United-States, <=50K
2, ?,9, Some-college,10, Never-married, ?, Own-child, White, Female,0,0,17, United-States, <=50K
2, Private,7, Assoc-voc,11, Never-married, Sales, Own-child, White, Female,0,0,19, United-States, <=50K.
12, Private,10, Masters,14, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,23, United-States, <=50K
13, Local-gov,11, Assoc-acdm,12, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,19, United-States, >50K.
1, Private,1, HS-grad,9, Never-married, Sales, Own-child, White, Female,0,0,17, United-States, <=50K
0, Private,6, 11th,7, Never-married, Other-service, Own-child, White, Female,0,0,9, United-States, <=50K.
28, Self-emp-inc,5, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,27, United-States, >50K
13, Private,6, 1st-4th,2, Widowed, Other-service, Other-relative, White, Female,0,0,9, Mexico, <=50K
17, Self-emp-inc,18, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,35, United-States, <=50K.
0, Private,7, 11th,7, Never-married, Other-service, Own-child, White, Male,0,0,5, United-States, <=50K
6, Private,6, HS-grad,9, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,19, United-States, <=50K
13, Private,10, HS-grad,9, Never-married, Exec-managerial, Own-child, White, Male,0,0,30, ?, <=50K
24, Private,9, Some-college,10, Divorced, Prof-specialty, Not-in-family, White, Male,0,18,24, United-States, <=50K.
41, ?,2, 7th-8th,4, Married-civ-spouse, ?, Husband, White, Male,0,0,19, Portugal, <=50K
7, Private,6, 7th-8th,4, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,27, United-States, <=50K
13, State-gov,0, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,19, China, <=50K.
24, Private,7, Some-college,10, Separated, Adm-clerical, Own-child, White, Male,0,0,19, Cuba, <=50K
0, Private,13, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,19, United-States, <=50K.
0, ?,12, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,19, United-States, <=50K
6, Local-gov,3, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Female,0,0,19, United-States, <=50K
0, ?,6, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,19, United-States, <=50K.
6, Local-gov,4, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Female,0,0,17, United-States, <=50K
15, Private,2, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,23, United-States, >50K
21, Private,5, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,19, United-States, >50K
19, Self-emp-inc,5, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,27, United-States, <=50K
13, ?,5, HS-grad,9, Divorced, ?, Unmarried, White, Female,0,0,13, United-States, <=50K
19, Local-gov,9, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,0,17,22, United-States, >50K.
20, Private,0, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,24, United-States, >50K
26, Private,4, 10th,6, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,19, United-States, <=50K
10, Private,4, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,3,0,23, United-States, >50K
34, Private,1, 9th,5, Widowed, Handlers-cleaners, Unmarried, White, Female,0,0,15, United-States, <=50K.
6, Self-emp-not-inc,4, HS-grad,9, Never-married, Prof-specialty, Own-child, Black, Female,0,0,19, United-States, <=50K
19, Private,6, HS-grad,9, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,13, United-States, >50K
7, Private,3, HS-grad,9, Never-married, Machine-op-inspct, Own-child, Black, Female,0,0,19, United-States, <=50K.
17, Local-gov,6, 7th-8th,4, Married-spouse-absent, Other-service, Not-in-family, White, Female,0,0,17, Puerto-Rico, <=50K
10, Private,5, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,19, United-States, <=50K
6, Federal-gov,5, Some-college,10, Never-married, Tech-support, Own-child, White, Female,0,0,19, United-States, <=50K
19, Local-gov,9, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,24, United-States, >50K
3, Private,6, Assoc-acdm,12, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,7, United-States, <=50K
15, Private,3, HS-grad,9, Never-married, Sales, Unmarried, White, Female,0,0,30, United-States, <=50K
21, Local-gov,9, Masters,14, Separated, Prof-specialty, Unmarried, White, Female,0,0,24, United-States, <=50K
7, Self-emp-not-inc,13, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,19, Italy, <=50K
13, Private,4, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,5, United-States, >50K
30, Private,15, 7th-8th,4, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,27, United-States, <=50K
14, Self-emp-not-inc,3, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,2,0,17, United-States, <=50K
6, Private,6, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,1,0,22, United-States, <=50K
10, Private,10, Bachelors,13, Separated, Prof-specialty, Not-in-family, White, Male,2,0,17, United-States, <=50K
13, Private,2, Bachelors,13, Married-civ-spouse, Other-service, Wife, Asian-Pac-Islander, Female,0,0,14, United-States, >50K
13, Private,5, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,19, United-States, <=50K
21, Private,12, 1st-4th,2, Married-civ-spouse, Farming-fishing, Husband, White, Male,1,0,24, Mexico, <=50K
1, Private,13, Some-college,10, Never-married, Sales, Unmarried, Black, Female,0,0,19, United-States, <=50K.
9, Private,7, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,27, United-States, <=50K.
8, Private,7, HS-grad,9, Never-married, Other-service, Not-in-family, White, Male,0,0,15, United-States, <=50K
15, State-gov,5, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,17, United-States, >50K
23, Private,9, Some-college,10, Separated, Sales, Other-relative, White, Female,0,0,27, United-States, <=50K.
17, Self-emp-not-inc,10, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,7, United-States, <=50K.
36, Self-emp-not-inc,5, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,12, United-States, <=50K
6, Private,3, 5th-6th,3, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,9, Vietnam, <=50K
4, Private,4, Bachelors,13, Never-married, Exec-managerial, Unmarried, White, Male,0,0,19, United-States, <=50K.
19, Federal-gov,1, Some-college,10, Divorced, Machine-op-inspct, Unmarried, White, Male,0,0,19, United-States, <=50K
4, Private,6, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,7, United-States, <=50K
19, Private,7, 9th,5, Divorced, Transport-moving, Not-in-family, White, Male,0,0,19, United-States, <=50K.
32, Private,2, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,19, United-States, >50K.
13, State-gov,7, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,19, United-States, <=50K.
6, Private,5, Masters,14, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,19, United-States, <=50K
23, Self-emp-not-inc,6, HS-grad,9, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,12, United-States, <=50K
6, Private,5, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,24, United-States, <=50K
26, State-gov,6, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,22, United-States, >50K
15, Self-emp-not-inc,0, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,19, United-States, <=50K.
8, Private,2, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,22, United-States, >50K
4, Private,1, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female,0,0,11, United-States, <=50K.
13, Local-gov,5, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,22, United-States, >50K
24, State-gov,7, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,24, United-States, >50K
19, Private,9, Assoc-acdm,12, Widowed, Sales, Unmarried, White, Female,0,0,19, Cuba, <=50K
6, Private,5, Some-college,10, Never-married, Tech-support, Not-in-family, White, Male,0,0,19, United-States, <=50K.
5, Private,10, Some-college,10, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,19, United-States, <=50K
11, Self-emp-inc,0, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States, <=50K
19, Private,0, Assoc-acdm,12, Divorced, Sales, Not-in-family, White, Female,0,0,12, Germany, <=50K
10, Local-gov,9, Some-college,10, Divorced, Other-service, Not-in-family, White, Female,0,0,14, Japan, <=50K.
19, Self-emp-inc,9, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,30, United-States, <=50K
0, Private,5, 10th,6, Never-married, Sales, Own-child, White, Male,0,0,14, United-States, <=50K
11, ?,4, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,0,12, United-States, <=50K
2, Private,4, Some-college,10, Never-married, Other-service, Own-child, Black, Male,0,0,9, United-States, <=50K
13, Private,11, 10th,6, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,24,32, United-States, <=50K.
21, Federal-gov,5, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,19, United-States, >50K.
4, Private,5, Assoc-acdm,12, Never-married, Sales, Own-child, White, Male,0,0,9, United-States, <=50K
4, Private,3, Some-college,10, Never-married, Other-service, Other-relative, White, Female,0,0,11, ?, <=50K.
22, Self-emp-inc,3, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,22, Italy, >50K
16, Private,6, 7th-8th,4, Separated, Craft-repair, Not-in-family, White, Male,0,0,19, Mexico, <=50K.
10, Private,7, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,24, United-States, <=50K.
26, Private,6, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,49,0,27, United-States, >50K
23, Private,5, 12th,8, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,22, United-States, <=50K
21, Private,8, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,19, United-States, <=50K
15, Private,0, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,3,0,23, United-States, >50K
22, Private,4, Bachelors,13, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,19, United-States, >50K
13, Private,2, HS-grad,9, Married-civ-spouse, Farming-fishing, Wife, White, Female,0,0,19, United-States, <=50K
19, Private,2, Bachelors,13, Married-spouse-absent, Prof-specialty, Unmarried, White, Female,0,0,18, United-States, <=50K.
29, Private,0, 7th-8th,4, Never-married, Transport-moving, Not-in-family, White, Male,0,0,23, United-States, >50K
17, Private,6, Bachelors,13, Divorced, Exec-managerial, Not-in-family, Black, Female,0,0,19, United-States, >50K
6, Private,7, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,28, United-States, <=50K
2, Private,6, 12th,8, Never-married, Other-service, Own-child, White, Female,0,0,12, United-States, <=50K.
15, Private,7, 7th-8th,4, Never-married, Other-service, Not-in-family, White, Male,0,0,9, United-States, <=50K.
13, State-gov,5, Some-college,10, Married-civ-spouse, Other-service, Husband, White, Male,0,0,19, United-States, <=50K
13, Private,12, Masters,14, Divorced, Prof-specialty, Unmarried, White, Male,0,0,23, United-States, <=50K
